forecast_id,issued_at,valid_time,turbine_id,horizon_hours,power_normalized,weather_run_time,weather_available_at,model_version,input_hash,status
demo-1,2026-01-10T00:00:00Z,2026-01-11T21:00:00Z,turbine_2,46,0.5362,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T22:00:00Z,turbine_2,47,0.5711,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-1,2026-01-10T00:00:00Z,2026-01-11T23:00:00Z,turbine_2,48,0.6045,2026-01-09T12:00:00Z,2026-01-09T19:00:00Z,synthetic-curve-v1,synthetic-input-1,ok
demo-2,2026-01-11T00:00:00Z,2026-01-11T00:00:00Z,turbine_1,1,0.4442,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T01:00:00Z,turbine_1,2,0.4108,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T02:00:00Z,turbine_1,3,0.3795,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T03:00:00Z,turbine_1,4,0.351,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T04:00:00Z,turbine_1,5,0.3258,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T05:00:00Z,turbine_1,6,0.3045,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T06:00:00Z,turbine_1,7,0.2874,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T07:00:00Z,turbine_1,8,0.275,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T08:00:00Z,turbine_1,9,0.2675,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T09:00:00Z,turbine_1,10,0.265,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T10:00:00Z,turbine_1,11,0.2676,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T11:00:00Z,turbine_1,12,0.2753,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T12:00:00Z,turbine_1,13,0.2878,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T13:00:00Z,turbine_1,14,0.305,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T14:00:00Z,turbine_1,15,0.3264,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T15:00:00Z,turbine_1,16,0.3517,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T16:00:00Z,turbine_1,17,0.3803,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T17:00:00Z,turbine_1,18,0.4117,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T18:00:00Z,turbine_1,19,0.4451,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T19:00:00Z,turbine_1,20,0.48,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T20:00:00Z,turbine_1,21,0.5156,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T21:00:00Z,turbine_1,22,0.5512,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T22:00:00Z,turbine_1,23,0.5861,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-11T23:00:00Z,turbine_1,24,0.6195,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T00:00:00Z,turbine_1,25,0.6507,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T01:00:00Z,turbine_1,26,0.6792,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T02:00:00Z,turbine_1,27,0.7044,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T03:00:00Z,turbine_1,28,0.7257,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T04:00:00Z,turbine_1,29,0.7427,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T05:00:00Z,turbine_1,30,0.7551,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T06:00:00Z,turbine_1,31,0.7626,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T07:00:00Z,turbine_1,32,0.765,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T08:00:00Z,turbine_1,33,0.7623,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T09:00:00Z,turbine_1,34,0.7546,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T10:00:00Z,turbine_1,35,0.7421,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T11:00:00Z,turbine_1,36,0.7249,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T12:00:00Z,turbine_1,37,0.7034,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T13:00:00Z,turbine_1,38,0.6781,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T14:00:00Z,turbine_1,39,0.6494,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T15:00:00Z,turbine_1,40,0.618,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
demo-2,2026-01-11T00:00:00Z,2026-01-12T16:00:00Z,turbine_1,41,0.5846,2026-01-10T12:00:00Z,2026-01-10T19:00:00Z,synthetic-curve-v1,synthetic-input-2,degraded
